DateOfReport,ReportID,ProductReference,SupplierName,GarmentType,Material,Weight,ProposedUnitsPerCarton,ProposedFoldingMethod,ProposedLayout,PackagingQuality,Size,Collection
2023-05-27,RPT0012895,PRD00027,SupplierE,Shirt,Silk,0.11,43.0,Method3,LayoutA,Bad,S,Summer
2023-05-27,RPT0037650,PRD00011,SupplierC,Shirt,Silk,0.15,41.0,Method3,LayoutB,Bad,M,Summer
2023-05-27,RPT0099957,PRD00022,SupplierB,Shirt,Cotton,0.16,41.0,Method1,LayoutB,Bad,M,Autumn
2023-05-27,RPT0203085,PRD00033,SupplierH,Shirt,Silk,0.14,30.0,Method3,LayoutA,Bad,L,Winter
2023-05-27,RPT0362611,PRD00003,SupplierA,Sweater,Cotton,0.85,11.0,Method2,LayoutD,Good,M,Spring
2023-05-27,RPT0439080,PRD00013,SupplierA,T-Shirt,Silk,0.1,47.0,Method3,LayoutB,Good,S,Summer
2023-05-28,RPT0053215,PRD00022,SupplierD,Shirt,Cotton,0.16,46.0,Method1,LayoutA,Good,M,Autumn
2023-05-28,RPT0153458,PRD00010,SupplierA,Coat,Linen,1.51,7.0,Method2,LayoutD,Good,S,Summer
2023-05-28,RPT0229157,PRD00025,SupplierD,Dress,Wool,0.72,15.0,Method3,LayoutD,Bad,M,Autumn
2023-05-28,RPT0360669,PRD00022,SupplierH,Shirt,Cotton,0.16,33.0,Method2,LayoutB,Bad,M,Autumn
2023-05-28,RPT0496496,PRD00003,SupplierC,Sweater,Cotton,0.85,17.0,Method2,LayoutC,Good,M,Spring
2023-05-29,RPT0144108,PRD00029,SupplierE,Skirt,Wool,0.32,32.0,Method3,LayoutB,Good,S,Summer
2023-05-29,RPT0178685,PRD00014,SupplierC,Pants,Cotton,0.42,29.0,Method2,LayoutB,Good,M,Winter
2023-05-29,RPT0309108,PRD00018,SupplierA,Dress,Cotton,0.46,31.0,Method2,LayoutB,Good,XL,Winter
2023-05-30,RPT0217151,PRD00001,SupplierC,Jacket,Cotton,0.84,19.0,Method1,LayoutC,Good,L,Summer
2023-05-30,RPT0325856,PRD00030,SupplierF,Shirt,Wool,0.26,28.0,Method3,LayoutB,Good,S,Winter
2023-05-31,RPT0385946,PRD00029,SupplierB,Skirt,Wool,0.32,24.0,Method3,LayoutC,Bad,S,Summer
2023-05-31,RPT0428148,PRD00033,SupplierA,Shirt,Silk,0.14,43.0,Method3,LayoutB,Bad,L,Winter
2023-06-01,RPT0293544,PRD00014,SupplierA,Pants,Cotton,0.42,25.0,Method1,LayoutB,Good,M,Winter
2023-06-01,RPT0320144,PRD00008,SupplierC,T-Shirt,Polyester,0.13,45.0,Method2,LayoutA,Good,S,Spring
2023-06-01,RPT0438722,PRD00028,SupplierD,Dress,Silk,0.37,32.0,Method3,LayoutC,Bad,XS,Winter
2023-06-02,RPT0100610,PRD00008,SupplierD,T-Shirt,Polyester,0.13,30.0,Method1,LayoutB,Good,S,Spring
2023-06-02,RPT0177747,PRD00026,SupplierA,T-Shirt,Cotton,0.15,42.0,Method1,LayoutA,Good,M,Autumn
2023-06-03,RPT0079157,PRD00025,SupplierD,Dress,Wool,0.72,14.0,Method3,LayoutD,Bad,M,Autumn
2023-06-04,RPT0141992,PRD00022,SupplierB,Shirt,Cotton,0.16,49.0,Method1,LayoutA,Good,M,Autumn
2023-06-04,RPT0498099,PRD00009,SupplierC,Skirt,Linen,0.23,23.0,Method3,LayoutB,Good,L,Summer
2023-06-05,RPT0017826,PRD00019,SupplierB,Jacket,Cotton,0.76,13.0,Method1,LayoutC,Bad,M,Summer
2023-06-05,RPT0176613,PRD00009,SupplierA,Skirt,Linen,0.23,26.0,Method2,LayoutA,Good,L,Summer
2023-06-05,RPT0194115,PRD00008,SupplierB,T-Shirt,Polyester,0.13,45.0,Method1,LayoutA,Good,S,Spring
2023-06-06,RPT0013682,PRD00006,SupplierB,Shirt,Silk,0.16,40.0,Method3,LayoutB,Good,L,Summer
2023-06-06,RPT0185619,PRD00002,SupplierA,Shorts,Cotton,0.35,28.0,Method1,LayoutB,Good,S,Summer
2023-06-06,RPT0284573,PRD00001,SupplierA,Jacket,Cotton,0.84,12.0,Method1,LayoutC,Good,L,Summer
2023-06-06,RPT0454849,PRD00012,SupplierH,Shorts,Wool,0.33,26.0,Method3,LayoutC,Bad,XS,Summer
2023-06-07,RPT0089891,PRD00013,SupplierC,T-Shirt,Silk,0.1,48.0,Method3,LayoutA,Good,S,Summer
2023-06-07,RPT0110170,PRD00001,SupplierD,Jacket,Cotton,0.84,18.0,Method1,LayoutD,Good,L,Summer
2023-06-07,RPT0159148,PRD00023,SupplierD,Pants,Silk,0.28,29.0,Method3,LayoutC,Good,M,Summer
2023-06-07,RPT0482146,PRD00025,SupplierB,Dress,Wool,0.72,10.0,Method3,LayoutC,Good,M,Autumn
2023-06-07,RPT0498104,PRD00029,SupplierH,Skirt,Wool,0.32,31.0,Method3,LayoutB,Good,S,Summer
2023-06-08,RPT0056087,PRD00014,SupplierH,Pants,Cotton,0.42,31.0,Method1,LayoutB,Good,M,Winter
2023-06-08,RPT0075871,PRD00022,SupplierC,Shirt,Cotton,0.16,33.0,Method1,LayoutB,Good,M,Autumn
2023-06-08,RPT0102850,PRD00026,SupplierB,T-Shirt,Cotton,0.15,31.0,Method1,LayoutB,Good,M,Autumn
2023-06-08,RPT0495918,PRD00017,SupplierC,Pants,Cotton,0.37,29.0,Method1,LayoutB,Good,L,Summer
2023-06-09,RPT0053777,PRD00034,SupplierA,Shorts,Silk,0.23,21.0,Method3,LayoutB,Good,M,Summer
2023-06-09,RPT0229694,PRD00001,SupplierE,Jacket,Cotton,0.84,12.0,Method2,LayoutC,Bad,L,Summer
2023-06-11,RPT0050256,PRD00006,SupplierB,Shirt,Silk,0.16,38.0,Method3,LayoutA,Good,L,Summer
2023-06-12,RPT0062213,PRD00021,SupplierB,Suit,Cotton,1.11,7.0,Method2,LayoutD,Good,M,Spring
2023-06-12,RPT0090772,PRD00032,SupplierC,Shirt,Denim,0.3,28.0,Method2,LayoutC,Good,S,Summer
2023-06-12,RPT0110221,PRD00016,SupplierD,Shirt,Cotton,0.2,21.0,Method1,LayoutB,Good,L,Spring
2023-06-13,RPT0251898,PRD00005,SupplierA,Shirt,Polyester,0.16,38.0,Method2,LayoutB,Good,M,Spring
2023-06-14,RPT0023740,PRD00009,SupplierB,Skirt,Linen,0.23,26.0,Method3,LayoutA,Good,L,Summer
2023-06-14,RPT0069448,PRD00027,SupplierG,Shirt,Silk,0.11,36.0,Method3,LayoutB,Bad,S,Summer
2023-06-14,RPT0177250,PRD00029,SupplierC,Skirt,Wool,0.32,29.0,Method3,LayoutC,Bad,S,Summer
2023-06-14,RPT0432921,PRD00009,SupplierC,Skirt,Linen,0.23,20.0,Method2,LayoutB,Good,L,Summer
2023-06-14,RPT0436466,PRD00011,SupplierC,Shirt,Silk,0.15,48.0,Method3,LayoutB,Good,M,Summer
2023-06-15,RPT0014110,PRD00017,SupplierA,Pants,Cotton,0.37,26.0,Method2,LayoutC,Good,L,Summer
2023-06-15,RPT0150754,PRD00011,SupplierB,Shirt,Silk,0.15,36.0,Method3,LayoutB,Good,M,Summer
2023-06-15,RPT0278268,PRD00001,SupplierA,Jacket,Cotton,0.84,12.0,Method2,LayoutD,Good,L,Summer
2023-06-15,RPT0317268,PRD00004,SupplierB,Skirt,Polyester,0.25,24.0,Method2,LayoutB,Good,L,Winter
2023-06-15,RPT0409665,PRD00032,SupplierG,Shirt,Denim,0.3,33.0,Method2,LayoutC,Good,S,Summer
2023-06-16,RPT0146847,PRD00016,SupplierA,Shirt,Cotton,0.2,27.0,Method2,LayoutB,Good,L,Spring
2023-06-16,RPT0264105,PRD00013,SupplierB,T-Shirt,Silk,0.1,49.0,Method3,LayoutA,Good,S,Summer
2023-06-16,RPT0302868,PRD00004,SupplierB,Skirt,Polyester,0.25,30.0,Method2,LayoutC,Good,L,Winter
2023-06-16,RPT0353762,PRD00032,SupplierA,Shirt,Denim,0.3,22.0,Method2,LayoutB,Good,S,Summer
2023-06-18,RPT0047579,PRD00021,SupplierE,Suit,Cotton,1.11,8.0,Method2,LayoutE,Good,M,Spring
2023-06-18,RPT0266530,PRD00020,SupplierA,Pants,Cotton,0.34,33.0,Method1,LayoutB,Good,S,Spring
2023-06-18,RPT0487328,PRD00007,SupplierB,Shirt,Cotton,0.22,22.0,Method2,LayoutA,Good,XL,Winter
2023-06-19,RPT0380139,PRD00016,SupplierG,Shirt,Cotton,0.2,20.0,Method2,LayoutB,Good,L,Spring
2023-06-20,RPT0069622,PRD00033,SupplierD,Shirt,Silk,0.14,49.0,Method3,LayoutB,Bad,L,Winter
2023-06-20,RPT0361213,PRD00026,SupplierF,T-Shirt,Cotton,0.15,38.0,Method1,LayoutA,Good,M,Autumn
2023-06-20,RPT0413105,PRD00013,SupplierB,T-Shirt,Silk,0.1,47.0,Method3,LayoutA,Bad,S,Summer
2023-06-21,RPT0095951,PRD00011,SupplierA,Shirt,Silk,0.15,33.0,Method3,LayoutB,Bad,M,Summer
2023-06-21,RPT0153824,PRD00021,SupplierB,Suit,Cotton,1.11,7.0,Method2,LayoutE,Good,M,Spring
2023-06-21,RPT0209208,PRD00006,SupplierA,Shirt,Silk,0.16,49.0,Method3,LayoutB,Good,L,Summer
2023-06-21,RPT0225005,PRD00013,SupplierF,T-Shirt,Silk,0.1,47.0,Method3,LayoutB,Good,S,Summer
2023-06-22,RPT0372888,PRD00005,SupplierB,Shirt,Polyester,0.16,46.0,Method2,LayoutB,Good,M,Spring
2023-06-22,RPT0496534,PRD00002,SupplierE,Shorts,Cotton,0.35,26.0,Method1,LayoutC,Good,S,Summer
2023-06-23,RPT0066454,PRD00023,SupplierF,Pants,Silk,0.28,33.0,Method3,LayoutC,Bad,M,Summer
2023-06-23,RPT0142166,PRD00008,SupplierA,T-Shirt,Polyester,0.13,43.0,Method2,LayoutA,Good,S,Spring
2023-06-23,RPT0341210,PRD00025,SupplierA,Dress,Wool,0.72,16.0,Method3,LayoutD,Good,M,Autumn
2023-06-23,RPT0382801,PRD00019,SupplierB,Jacket,Cotton,0.76,18.0,Method1,LayoutD,Good,M,Summer
2023-06-23,RPT0384403,PRD00030,SupplierA,Shirt,Wool,0.26,27.0,Method3,LayoutC,Good,S,Winter
2023-06-24,RPT0032289,PRD00034,SupplierB,Shorts,Silk,0.23,29.0,Method3,LayoutA,Good,M,Summer
2023-06-25,RPT0154137,PRD00002,SupplierE,Shorts,Cotton,0.35,28.0,Method1,LayoutB,Good,S,Summer
2023-06-26,RPT0041817,PRD00011,SupplierC,Shirt,Silk,0.15,43.0,Method3,LayoutB,Good,M,Summer
2023-06-26,RPT0202453,PRD00009,SupplierE,Skirt,Linen,0.23,22.0,Method2,LayoutA,Good,L,Summer
2023-06-26,RPT0389252,PRD00012,SupplierA,Shorts,Wool,0.33,21.0,Method3,LayoutB,Good,XS,Summer
2023-06-26,RPT0449415,PRD00018,SupplierE,Dress,Cotton,0.46,30.0,Method1,LayoutA,Good,XL,Winter
2023-06-27,RPT0231333,PRD00024,SupplierA,Jacket,Cotton,0.73,19.0,Method2,LayoutD,Good,L,Summer
2023-06-28,RPT0193608,PRD00006,SupplierC,Shirt,Silk,0.16,37.0,Method3,LayoutA,Good,L,Summer
2023-06-29,RPT0241190,PRD00022,SupplierA,Shirt,Cotton,0.16,45.0,Method2,LayoutB,Good,M,Autumn
2023-06-29,RPT0307761,PRD00025,SupplierG,Dress,Wool,0.72,3.0,Method3,LayoutD,Good,M,Autumn
2023-06-29,RPT0385185,PRD00033,SupplierH,Shirt,Silk,0.14,43.0,Method3,LayoutB,Good,L,Winter
2023-06-29,RPT0435724,PRD00019,SupplierA,Jacket,Cotton,0.76,12.0,Method1,LayoutD,Good,M,Summer
2023-06-30,RPT0294450,PRD00002,SupplierA,Shorts,Cotton,0.35,22.0,Method1,LayoutB,Good,S,Summer
2023-07-01,RPT0003675,PRD00019,SupplierC,Jacket,Cotton,0.76,11.0,Method2,LayoutC,Good,M,Summer
2023-07-01,RPT0013582,PRD00005,SupplierC,Shirt,Polyester,0.16,35.0,Method2,LayoutB,Good,M,Spring
2023-07-01,RPT0013669,PRD00021,SupplierC,Suit,Cotton,1.11,9.0,Method2,LayoutD,Good,M,Spring
2023-07-01,RPT0058299,PRD00014,SupplierB,Pants,Cotton,0.42,31.0,Method1,LayoutB,Good,M,Winter
2023-07-01,RPT0126047,PRD00007,SupplierB,Shirt,Cotton,0.22,30.0,Method1,LayoutA,Good,XL,Winter
2023-07-01,RPT0161670,PRD00024,SupplierB,Jacket,Cotton,0.73,16.0,Method1,LayoutD,Good,L,Summer
2023-07-02,RPT0143940,PRD00032,SupplierH,Shirt,Denim,0.3,22.0,Method2,LayoutC,Bad,S,Summer
2023-07-03,RPT0268197,PRD00012,SupplierF,Shorts,Wool,0.33,12.0,Method3,LayoutB,Bad,XS,Summer
2023-07-03,RPT0452043,PRD00011,SupplierC,Shirt,Silk,0.15,37.0,Method3,LayoutA,Good,M,Summer
2023-07-04,RPT0336239,PRD00028,SupplierC,Dress,Silk,0.37,34.0,Method3,LayoutB,Good,XS,Winter
2023-07-04,RPT0346877,PRD00026,SupplierB,T-Shirt,Cotton,0.15,47.0,Method2,LayoutB,Good,M,Autumn
2023-07-04,RPT0433690,PRD00025,SupplierA,Dress,Wool,0.72,18.0,Method3,LayoutC,Bad,M,Autumn
2023-07-05,RPT0148872,PRD00008,SupplierB,T-Shirt,Polyester,0.13,32.0,Method1,LayoutB,Bad,S,Spring
2023-07-05,RPT0249263,PRD00013,SupplierC,T-Shirt,Silk,0.1,45.0,Method3,LayoutA,Good,S,Summer
2023-07-05,RPT0328432,PRD00020,SupplierA,Pants,Cotton,0.34,21.0,Method2,LayoutB,Good,S,Spring
2023-07-05,RPT0348281,PRD00003,SupplierB,Sweater,Cotton,0.85,16.0,Method2,LayoutC,Good,M,Spring
2023-07-05,RPT0364629,PRD00008,SupplierA,T-Shirt,Polyester,0.13,31.0,Method1,LayoutA,Good,S,Spring
2023-07-05,RPT0478217,PRD00031,SupplierC,Skirt,Cotton,0.32,20.0,Method2,LayoutB,Good,L,Summer
2023-07-05,RPT0479992,PRD00023,SupplierB,Pants,Silk,0.28,30.0,Method4,LayoutC,Good,M,Summer
2023-07-06,RPT0092552,PRD00028,SupplierA,Dress,Silk,0.37,31.0,Method3,LayoutB,Good,XS,Winter
2023-07-06,RPT0111674,PRD00006,SupplierC,Shirt,Silk,0.16,42.0,Method3,LayoutB,Good,L,Summer
2023-07-07,RPT0047692,PRD00007,SupplierE,Shirt,Cotton,0.22,25.0,Method1,LayoutA,Good,XL,Winter
2023-07-07,RPT0449887,PRD00006,SupplierA,Shirt,Silk,0.16,35.0,Method3,LayoutA,Good,L,Summer
2023-07-08,RPT0108823,PRD00021,SupplierB,Suit,Cotton,1.11,9.0,Method1,LayoutE,Good,M,Spring
2023-07-08,RPT0207815,PRD00004,SupplierA,Skirt,Polyester,0.25,23.0,Method1,LayoutC,Good,L,Winter
2023-07-08,RPT0382406,PRD00004,SupplierC,Skirt,Polyester,0.25,25.0,Method2,LayoutB,Good,L,Winter
2023-07-09,RPT0395075,PRD00025,SupplierA,Dress,Wool,0.72,13.0,Method3,LayoutC,Good,M,Autumn
2023-07-09,RPT0434258,PRD00009,SupplierE,Skirt,Linen,0.23,22.0,Method3,LayoutA,Good,L,Summer
2023-07-10,RPT0090383,PRD00012,SupplierA,Shorts,Wool,0.33,32.0,Method3,LayoutB,Bad,XS,Summer
2023-07-11,RPT0082340,PRD00007,SupplierB,Shirt,Cotton,0.22,34.0,Method1,LayoutB,Good,XL,Winter
2023-07-11,RPT0152161,PRD00014,SupplierF,Pants,Cotton,0.42,25.0,Method1,LayoutB,Bad,M,Winter
2023-07-11,RPT0395924,PRD00001,SupplierA,Jacket,Cotton,0.84,17.0,Method1,LayoutD,Good,L,Summer
2023-07-11,RPT0439645,PRD00027,SupplierD,Shirt,Silk,0.11,45.0,Method3,LayoutA,Good,S,Summer
2023-07-12,RPT0292641,PRD00025,SupplierE,Dress,Wool,0.72,19.0,Method3,LayoutD,Good,M,Autumn
2023-07-12,RPT0423846,PRD00031,SupplierC,Skirt,Cotton,0.32,34.0,Method1,LayoutC,Good,L,Summer
2023-07-13,RPT0001702,PRD00014,SupplierB,Pants,Cotton,0.42,31.0,Method1,LayoutC,Good,M,Winter
2023-07-13,RPT0073772,PRD00005,SupplierF,Shirt,Polyester,0.16,34.0,Method1,LayoutB,Good,M,Spring
2023-07-13,RPT0175143,PRD00008,SupplierF,T-Shirt,Polyester,0.13,44.0,Method1,LayoutB,Good,S,Spring
2023-07-13,RPT0239263,PRD00018,SupplierA,Dress,Cotton,0.46,32.0,Method1,LayoutB,Good,XL,Winter
2023-07-13,RPT0351829,PRD00009,SupplierF,Skirt,Linen,0.23,27.0,Method3,LayoutB,Good,L,Summer
2023-07-14,RPT0019973,PRD00017,SupplierH,Pants,Cotton,0.37,31.0,Method2,LayoutB,Good,L,Summer
2023-07-14,RPT0023254,PRD00027,SupplierB,Shirt,Silk,0.11,49.0,Method3,LayoutB,Good,S,Summer
2023-07-14,RPT0023990,PRD00028,SupplierA,Dress,Silk,0.37,24.0,Method3,LayoutC,Bad,XS,Winter
2023-07-14,RPT0042465,PRD00016,SupplierC,Shirt,Cotton,0.2,21.0,Method2,LayoutA,Bad,L,Spring
2023-07-14,RPT0096399,PRD00005,SupplierB,Shirt,Polyester,0.16,46.0,Method1,LayoutA,Good,M,Spring
2023-07-14,RPT0197929,PRD00012,SupplierA,Shorts,Wool,0.33,20.0,Method3,LayoutB,Good,XS,Summer
2023-07-14,RPT0370693,PRD00002,SupplierA,Shorts,Cotton,0.35,26.0,Method2,LayoutB,Good,S,Summer
2023-07-14,RPT0407378,PRD00004,SupplierA,Skirt,Polyester,0.25,20.0,Method2,LayoutB,Good,L,Winter
2023-07-15,RPT0014584,PRD00013,SupplierA,T-Shirt,Silk,0.1,32.0,Method3,LayoutA,Good,S,Summer
2023-07-15,RPT0160796,PRD00032,SupplierE,Shirt,Denim,0.3,34.0,Method2,LayoutC,Good,S,Summer
2023-07-15,RPT0385623,PRD00019,SupplierD,Jacket,Cotton,0.76,18.0,Method2,LayoutD,Bad,M,Summer
2023-07-15,RPT0457064,PRD00003,SupplierC,Sweater,Cotton,0.85,12.0,Method1,LayoutC,Bad,M,Spring
2023-07-16,RPT0291980,PRD00006,SupplierA,Shirt,Silk,0.16,32.0,Method3,LayoutB,Good,L,Summer
2023-07-16,RPT0390619,PRD00031,SupplierF,Skirt,Cotton,0.32,20.0,Method1,LayoutB,Good,L,Summer
2023-07-17,RPT0071312,PRD00026,SupplierC,T-Shirt,Cotton,0.15,47.0,Method2,LayoutB,Good,M,Autumn
2023-07-17,RPT0150978,PRD00015,SupplierD,Shirt,Polyester,0.12,49.0,Method2,LayoutB,Good,M,Summer
2023-07-17,RPT0241121,PRD00032,SupplierA,Shirt,Denim,0.3,30.0,Method2,LayoutB,Good,S,Summer
2023-07-17,RPT0270169,PRD00030,SupplierD,Shirt,Wool,0.26,22.0,Method3,LayoutC,Bad,S,Winter
2023-07-17,RPT0390496,PRD00030,SupplierG,Shirt,Wool,0.26,25.0,Method3,LayoutC,Bad,S,Winter
2023-07-17,RPT0435972,PRD00023,SupplierD,Pants,Silk,0.28,26.0,Method3,LayoutC,Bad,M,Summer
2023-07-17,RPT0452212,PRD00013,SupplierB,T-Shirt,Silk,0.1,48.0,Method3,LayoutA,Good,S,Summer
2023-07-17,RPT0467990,PRD00034,SupplierB,Shorts,Silk,0.23,21.0,Method3,LayoutA,Bad,M,Summer
2023-07-17,RPT0490158,PRD00017,SupplierC,Pants,Cotton,0.37,32.0,Method2,LayoutB,Good,L,Summer
2023-07-17,RPT0493863,PRD00033,SupplierF,Shirt,Silk,0.14,32.0,Method3,LayoutA,Good,L,Winter
2023-07-18,RPT0426708,PRD00034,SupplierC,Shorts,Silk,0.23,25.0,Method3,LayoutB,Good,M,Summer
2023-07-19,RPT0328468,PRD00009,SupplierE,Skirt,Linen,0.23,27.0,Method3,LayoutB,Good,L,Summer
2023-07-19,RPT0338542,PRD00012,SupplierA,Shorts,Wool,0.33,31.0,Method3,LayoutB,Good,XS,Summer
2023-07-20,RPT0153830,PRD00016,SupplierB,Shirt,Cotton,0.2,32.0,Method1,LayoutB,Good,L,Spring
2023-07-20,RPT0375663,PRD00020,SupplierA,Pants,Cotton,0.34,24.0,Method1,LayoutC,Good,S,Spring
2023-07-22,RPT0095653,PRD00022,SupplierA,Shirt,Cotton,0.16,33.0,Method2,LayoutB,Good,M,Autumn
2023-07-22,RPT0277330,PRD00032,SupplierF,Shirt,Denim,0.3,22.0,Method2,LayoutB,Bad,S,Summer
2023-07-23,RPT0059284,PRD00010,SupplierA,Coat,Linen,1.51,5.0,Method2,LayoutE,Good,S,Summer
2023-07-23,RPT0060048,PRD00001,SupplierA,Jacket,Cotton,0.84,12.0,Method2,LayoutD,Good,L,Summer
2023-07-23,RPT0190208,PRD00026,SupplierA,T-Shirt,Cotton,0.15,36.0,Method2,LayoutB,Good,M,Autumn
2023-07-23,RPT0196236,PRD00018,SupplierA,Dress,Cotton,0.46,27.0,Method2,LayoutB,Good,XL,Winter
2023-07-23,RPT0319658,PRD00029,SupplierA,Skirt,Wool,0.32,30.0,Method3,LayoutC,Good,S,Summer
2023-07-24,RPT0140500,PRD00026,SupplierA,T-Shirt,Cotton,0.15,45.0,Method1,LayoutB,Good,M,Autumn
2023-07-24,RPT0242631,PRD00001,SupplierE,Jacket,Cotton,0.84,15.0,Method1,LayoutC,Good,L,Summer
2023-07-25,RPT0399078,PRD00003,SupplierA,Sweater,Cotton,0.85,12.0,Method1,LayoutD,Good,M,Spring
2023-07-25,RPT0429446,PRD00030,SupplierB,Shirt,Wool,0.26,31.0,Method3,LayoutC,Bad,S,Winter
2023-07-25,RPT0445968,PRD00022,SupplierD,Shirt,Cotton,0.16,44.0,Method2,LayoutA,Good,M,Autumn
2023-07-26,RPT0318748,PRD00002,SupplierB,Shorts,Cotton,0.35,28.0,Method1,LayoutC,Good,S,Summer
2023-07-26,RPT0396022,PRD00018,SupplierA,Dress,Cotton,0.46,30.0,Method2,LayoutC,Good,XL,Winter
2023-07-26,RPT0456261,PRD00010,SupplierC,Coat,Linen,1.51,5.0,Method3,LayoutE,Good,S,Summer
2023-07-27,RPT0028692,PRD00028,SupplierE,Dress,Silk,0.37,33.0,Method3,LayoutC,Good,XS,Winter
2023-07-27,RPT0094474,PRD00025,SupplierD,Dress,Wool,0.72,13.0,Method3,LayoutD,Good,M,Autumn
2023-07-27,RPT0233654,PRD00024,SupplierB,Jacket,Cotton,0.73,17.0,Method2,LayoutC,Bad,L,Summer
2023-07-27,RPT0276178,PRD00022,SupplierB,Shirt,Cotton,0.16,43.0,Method1,LayoutB,Good,M,Autumn
2023-07-27,RPT0290097,PRD00033,SupplierB,Shirt,Silk,0.14,41.0,Method3,LayoutB,Bad,L,Winter
2023-07-28,RPT0091406,PRD00024,SupplierA,Jacket,Cotton,0.73,14.0,Method1,LayoutD,Good,L,Summer
2023-07-28,RPT0261052,PRD00034,SupplierA,Shorts,Silk,0.23,24.0,Method3,LayoutB,Good,M,Summer
2023-07-29,RPT0032226,PRD00011,SupplierA,Shirt,Silk,0.15,31.0,Method3,LayoutB,Good,M,Summer
2023-07-29,RPT0448557,PRD00013,SupplierD,T-Shirt,Silk,0.1,44.0,Method3,LayoutB,Good,S,Summer
2023-07-30,RPT0040272,PRD00024,SupplierC,Jacket,Cotton,0.73,12.0,Method1,LayoutD,Good,L,Summer
2023-07-30,RPT0479486,PRD00034,SupplierC,Shorts,Silk,0.23,23.0,Method3,LayoutB,Bad,M,Summer
2023-07-31,RPT0073682,PRD00018,SupplierG,Dress,Cotton,0.46,30.0,Method1,LayoutB,Good,XL,Winter
2023-07-31,RPT0090937,PRD00002,SupplierB,Shorts,Cotton,0.35,23.0,Method1,LayoutB,Good,S,Summer
2023-07-31,RPT0221914,PRD00034,SupplierA,Shorts,Silk,0.23,30.0,Method3,LayoutB,Good,M,Summer
2023-07-31,RPT0327981,PRD00013,SupplierE,T-Shirt,Silk,0.1,42.0,Method3,LayoutB,GOOD,S,Summer
2023-07-31,RPT0477318,PRD00006,SupplierC,Shirt,Silk,0.16,33.0,Method3,LayoutA,Good,L,Summer
2023-08-01,RPT0067868,PRD00008,SupplierC,T-Shirt,Polyester,0.13,43.0,Method1,LayoutA,Bad,S,Spring
2023-08-01,RPT0427943,PRD00014,SupplierA,Pants,Cotton,0.42,23.0,Method2,LayoutC,Good,M,Winter
2023-08-02,RPT0031101,PRD00018,SupplierA,Dress,Cotton,0.46,25.0,Method1,LayoutB,Good,XL,Winter
2023-08-02,RPT0106521,PRD00034,SupplierD,Shorts,Silk,0.23,30.0,Method3,LayoutA,Good,M,Summer
2023-08-02,RPT0148568,PRD00024,SupplierG,Jacket,Cotton,0.73,10.0,Method1,LayoutD,Good,L,Summer
2023-08-02,RPT0257236,PRD00014,SupplierA,Pants,Cotton,0.42,26.0,Method1,LayoutB,Good,M,Winter
2023-08-02,RPT0378050,PRD00009,SupplierE,Skirt,Linen,0.23,25.0,Method2,LayoutB,Good,L,Summer
2023-08-02,RPT0459545,PRD00017,SupplierB,Pants,Cotton,0.37,24.0,Method1,LayoutC,Good,L,Summer
2023-08-03,RPT0098269,PRD00004,SupplierA,Skirt,Polyester,0.25,21.0,Method1,LayoutC,Good,L,Winter
2023-08-03,RPT0257172,PRD00025,SupplierC,Dress,Wool,0.72,12.0,Method3,LayoutD,Good,M,Autumn
2023-08-03,RPT0354760,PRD00014,SupplierG,Pants,Cotton,0.42,30.0,Method1,LayoutB,Good,M,Winter
2023-08-05,RPT0024456,PRD00034,SupplierF,Shorts,Silk,0.23,29.0,Method3,LayoutA,Good,M,Summer
2023-08-05,RPT0249828,PRD00001,SupplierB,Jacket,Cotton,0.84,17.0,Method1,LayoutC,Good,L,Summer
2023-08-05,RPT0288272,PRD00030,SupplierC,Shirt,Wool,0.26,24.0,Method3,LayoutC,Bad,S,Winter
2023-08-06,RPT0135073,PRD00012,SupplierA,Shorts,Wool,0.33,33.0,Method3,LayoutC,Good,XS,Summer
2023-08-06,RPT0302094,PRD00011,SupplierC,Shirt,Silk,0.15,40.0,Method3,LayoutB,Good,M,Summer
2023-08-06,RPT0331751,PRD00007,SupplierA,Shirt,Cotton,0.22,22.0,Method1,LayoutB,Good,XL,Winter
2023-08-06,RPT0402486,PRD00011,SupplierB,Shirt,Silk,0.15,36.0,Method3,LayoutA,Good,M,Summer
2023-08-07,RPT0002908,PRD00007,SupplierB,Shirt,Cotton,0.22,34.0,Method1,LayoutB,Good,XL,Winter
2023-08-07,RPT0024133,PRD00013,SupplierD,T-Shirt,Silk,0.1,34.0,Method3,LayoutB,Good,S,Summer
2023-08-07,RPT0374173,PRD00027,SupplierA,Shirt,Silk,0.11,42.0,Method3,LayoutB,Good,S,Summer
2023-08-07,RPT0432745,PRD00022,SupplierB,Shirt,Cotton,0.16,39.0,Method1,LayoutB,Good,M,Autumn
2023-08-07,RPT0440067,PRD00024,SupplierA,Jacket,Cotton,0.73,17.0,Method2,LayoutD,Good,L,Summer
2023-08-08,RPT0290292,PRD00030,SupplierC,Shirt,Wool,0.26,29.0,Method3,LayoutC,Bad,S,Winter
2023-08-08,RPT0364104,PRD00002,SupplierC,Shorts,Cotton,0.35,31.0,Method1,LayoutB,Good,S,Summer
2023-08-09,RPT0081335,PRD00033,SupplierA,Shirt,Silk,0.14,41.0,Method3,LayoutB,Good,L,Winter
2023-08-09,RPT0089921,PRD00029,SupplierF,Skirt,Wool,0.32,32.0,Method3,LayoutC,Bad,S,Summer
